ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
944,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Contribute to open-source projects;School or academic work;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification","Blogs;Books;Video-based Online Courses;Written-based Online Courses;AI;Online challenges (e.g., daily or weekly coding challenges)",,10,9,"Developer, back-end",20 to 99 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,Out-of-the-box is ready to go with little need for customization,APIs;Customization;Integrated developer community;Quality support system;Reputation for quality and excellence;Frequent updates to features,Bangladesh,BDT	Bangladeshi taka,2760000.0,Java;JavaScript;PHP;Python;SQL,Java;JavaScript;PHP;Python;SQL,Java;JavaScript;PHP;Python;SQL,MariaDB;MySQL;PostgreSQL;Redis,MariaDB;Neo4J;PostgreSQL;Redis,MariaDB;PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),Django;FastAPI;Laravel;NestJS;Next.js;Spring Boot;Symfony,Django;FastAPI;Laravel;NestJS;Next.js;Spring Boot;Symfony,Django;FastAPI;Laravel;NestJS;Next.js;Spring Boot;Symfony,,,,Pandas,Pandas,Pandas,Composer;Docker;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform;Yarn,Composer;Docker;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform;Yarn,Composer;Docker;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform;Yarn,IntelliJ IDEA;PhpStorm;PyCharm;Visual Studio Code,IntelliJ IDEA;PhpStorm;PyCharm;Visual Studio Code,IntelliJ IDEA;PhpStorm;PyCharm;Visual Studio Code,MacOS,MacOS,Confluence;Jira;Stack Overflow for Teams,Confluence;Jira;Stack Overflow for Teams,Confluence;Jira;Stack Overflow for Teams,Skype;Slack;Telegram;Whatsapp,Skype;Slack;Telegram;Whatsapp,Skype;Slack;Telegram;Whatsapp,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot;Google Gemini,ChatGPT;GitHub Copilot;Google Gemini,Stack Overflow;Overflow API,Daily or almost daily,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"Yes, definitely",Yes,Favorable,Speed up learning;Improve accuracy in coding,Somewhat trust,Bad at handling complex tasks,Learning about a codebase;Writing code;Documenting code;Search for answers,Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,,,Writing code;Documenting code;Search for answers,,Learning about a codebase,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;They create more work (more code/PRs to review, etc.)",Yes,Individual contributor,9.0,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Agree,3-5 times a week,1-2 times a week,3-5 times a week,30-60 minutes a day,30-60 minutes a day,Amount of technical debt;Number of software tools in use;Complexity of tech stack for deployment;Complexity of tech stack for build;Patching/updating core components,DevOps function;Automated testing;Observability tools;Knowledge sharing community;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,7.0,3.0,6.0,7.0,8.0,6.0,3.0,7.0,7.0,Appropriate in length,Easy,23454.0,8.0
25929,I code primarily as a hobby,Under 18 years old,"Not employed, but looking for work",,Apples,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Stack Overflow;How-to videos,API document(s) and/or SDK document(s);User guides or README files found in the source repository,7,,,,,,,,United States of America,,,C#;Clojure;JavaScript,C#;Clojure,C#;Clojure,,,,,,,Node.js,,,,,,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET Framework (1.0 - 4.8),NuGet;Unity 3D,Visual Studio Solution,,Neovim;Visual Studio;Visual Studio Code,Neovim;Visual Studio;Visual Studio Code,Neovim;Visual Studio;Visual Studio Code,Debian,Windows,Markdown File;Trello,Markdown File;Trello,Markdown File;Trello,Discord,Discord,Discord,,,,Stack Overflow,Multiple times per day,No,,Quickly finding code solutions,"No, not at all","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
16359,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Apples,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Written Tutorials;Coding sessions (live or recorded);How-to videos;Video-based Online Courses;Written-based Online Courses;Certification videos;Programming Games,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine,7,3,Data engineer,"1,000 to 4,999 employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have advertised on sites I visit;Research companies that have emailed me,Is ready-to-go but also customizable for growth and targeted use cases,Customization;Quality support system;Reputation for quality and excellence;Frequent updates to features,Ukraine,UAH	Ukrainian hryvnia,,Bash/Shell (all shells);Scala;SQL,Python;Scala,Scala,Cassandra;Cockroachdb,Snowflake,,Amazon Web Services (AWS),,,,,,,,,Apache Spark;Hadoop,Apache Kafka;Apache Spark;Opencv;Scikit-Learn;TensorFlow;Torch/PyTorch,Apache Spark,Docker;Gradle;Homebrew;Kubernetes,,,IntelliJ IDEA;Sublime Text;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,IntelliJ IDEA;Visual Studio Code,Windows,MacOS,Jira;Miro,,,Cisco Webex Teams;Slack;Zoom,,,,,,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,A few times per month or weekly,No,,Quickly finding code solutions;Learning new-to-me technology/techniques,Neutral,"No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,3.0,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Amount of technical debt;Patching/updating core components,Knowledge sharing community;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative,Hybrid (on-prem and cloud),Slack search,Software Development,0.0,0.0,0.0,0.0,,40.0,0.0,,0.0,Appropriate in length,Neither easy nor difficult,,6.0
38417,I code primarily as a hobby,Under 18 years old,"Student, full-time",,Apples,,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Blogs;Written Tutorials,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,7,,Student,,,,,,Turkey,,,Assembly;C;JavaScript;Lua,C;Lua,C;Lua,,,,,,,Node.js,,,GNU GCC;LLVM's Clang,GNU GCC;LLVM's Clang,GNU GCC;LLVM's Clang,,,,APT;Make,APT;Make,APT;Make,Geany;Kate;Nano,Nano,Nano,Debian,Debian,,,,,,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"No, not at all","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,,
56404,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community)",Blogs;Books;Written Tutorials;Stack Overflow;Interactive tutorial;Video-based Online Courses;Written-based Online Courses,,19,14,"Developer, back-end","10,000 or more employees",I have little or no influence,Start a free trial;Other (please specify):,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Connected to an open source project,Japan,JPY	Japanese yen,29000000.0,C#;Java;JavaScript;Python;TypeScript,C#;Java;JavaScript;Python;Rust;TypeScript,C#;Java;JavaScript;Python;TypeScript,Dynamodb;Presto,Cockroachdb;Elasticsearch;MariaDB;MySQL;PostgreSQL;Presto;Redis,Presto,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean,Node.js;WordPress,Node.js;WordPress,Node.js;WordPress,,,,,,,Bun;Docker;Homebrew;Make;npm;NuGet;Pip;Yarn,Bun;Docker;Homebrew;Make;npm;NuGet;Pip;Yarn,Bun;Docker;Homebrew;Make;npm;NuGet;Pip;Yarn,IntelliJ IDEA;PyCharm;Vim;Visual Studio Code,IntelliJ IDEA;PyCharm;Vim;Visual Studio Code,IntelliJ IDEA;PyCharm;Vim;Visual Studio Code,MacOS,MacOS,Confluence;Jira;Markdown File,Confluence;Jira;Markdown File,Confluence;Jira;Markdown File,Slack;Whatsapp,Slack;Whatsapp,Slack;Whatsapp,ChatGPT,ChatGPT,ChatGPT,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Quickly finding code solutions,Neutral,"No, but I plan to soon",Favorable,,,,,,,,,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Imitating a person's likeness;Energy demand,,Yes,Individual contributor,14.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,15-30 minutes a day,,DevOps function;Automated testing;Observability tools;AI-assisted technology tool(s);Microservices;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,"Internet, Telecomm or Information Services",20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,Appropriate in length,Easy,,6.0
37182,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community)",Blogs;Books;Written Tutorials;Stack Overflow,,11,6,"Developer, AI",500 to 999 employees,I have little or no influence,Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,APIs;Customization;Connected to an open source project,United States of America,USD	United States dollar,212000.0,C;C++;Lua;Python;TypeScript,C;C++;Lua,C;C++;Lua,,,,,,,,,,CMake,CMake,CMake,,,,Dagger;Docker;Godot;Google Test,Godot,Godot,Neovim,Neovim,Neovim,Ubuntu,Ubuntu,,,,Microsoft Teams,,,,,,Stack Overflow,Daily or almost daily,No,,Showcase expertise with code solutions;Learning new-to-everyone technology/techniques,"No, not really","No, and I don't plan to",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,212000.0,
51310,I am a developer by profession,18-24 years old,"Student, part-time",,Apples,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository;AI-powered search/dev tool (free),7,Less than 1 year,"Developer, full-stack",,,,,,Portugal,,,Bash/Shell (all shells);C;C++;Dart;Elixir;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,MySQL;PostgreSQL;Redis,MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Microsoft Azure;Netlify;Render;Supabase;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Vercel,Django;Express;Fastify;NestJS;Next.js;Node.js;React;Vue.js,Astro;Deno;Fastify;NestJS;Next.js;Node.js;React,Fastify;NestJS;Next.js;Node.js;React,Arduino;CMake;Cargo;LLVM's Clang,Cargo,Cargo,Flutter;NumPy;Pandas,Flutter;RabbitMQ;Tauri,Flutter,Chocolatey;Docker;npm;Pacman;Pip;pnpm;Vite;Webpack;Yarn,Docker;Homebrew;pnpm;Vite,Docker;pnpm;Vite,Android Studio;CLion;Code::Blocks;DataGrip;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Neovim;Rider;Vim;Visual Studio;Visual Studio Code;WebStorm,DataGrip;Fleet;Nano;Visual Studio Code,DataGrip;Nano;Visual Studio Code,Windows,Other Linux-based;Ubuntu;Windows,GitHub Discussions;Linear;Miro;Notion;Obsidian;Trello,Asana;Linear;Miro;Notion;Obsidian,Linear;Miro;Notion;Obsidian,Discord;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,Discord;Whatsapp,Discord;Whatsapp,ChatGPT;Claude;GitHub Copilot;Tabnine,ChatGPT;Claude;GitHub Copilot;Google Gemini,ChatGPT;Claude;GitHub Copilot,Stack Overflow,A few times per month or weekly,Yes,A few times per month or weekly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,"Good, but not great at handling complex tasks",Writing code;Debugging and getting help;Testing code;Search for answers,Learning about a codebase;Documenting code;Predictive analytics;Generating content or synthetic data,Project planning;Committing and reviewing code;Deployment and monitoring,Writing code;Debugging and getting help;Search for answers,,Testing code,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
17499,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Written Tutorials;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;AI,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free),7,3,"Developer, desktop or enterprise applications",20 to 99 employees,I have some influence,Start a free trial;Ask a generative AI tool;Visit developer communities like Stack Overflow,Out-of-the-box is ready to go with little need for customization,Customization;Integrated developer community;Frequent updates to features;Connected to an open source project,Ukraine,UAH	Ukrainian hryvnia,,C#;C++;F#;Kotlin;Lua,C#;F#;Kotlin;SQL,C#;F#;Kotlin,PostgreSQL,MongoDB;PostgreSQL,PostgreSQL,Digital Ocean;Google Cloud;Microsoft Azure,Digital Ocean;Microsoft Azure,Digital Ocean;Microsoft Azure,ASP.NET;ASP.NET CORE,ASP.NET;ASP.NET CORE;Blazor,ASP.NET;ASP.NET CORE,,,,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET MAUI,.NET (5+) ,NuGet;Unity 3D;Visual Studio Solution,NuGet;Unity 3D;Visual Studio Solution,NuGet;Unity 3D;Visual Studio Solution,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Android;Windows,Android;Windows,Confluence;GitHub Discussions;Markdown File,Confluence;GitHub Discussions;Markdown File,Confluence;GitHub Discussions;Markdown File,Discord;Google Meet;Microsoft Teams;Telegram,Discord;Telegram,Discord;Telegram,ChatGPT;Google Gemini;Visual Studio Intellicode,ChatGPT;GitHub Copilot;Google Gemini;Visual Studio Intellicode,ChatGPT;Google Gemini;Visual Studio Intellicode,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,Neutral,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning,Somewhat trust,Bad at handling complex tasks,Learning about a codebase;Project planning;Writing code;Debugging and getting help;Testing code;Search for answers,Documenting code;Committing and reviewing code;Deployment and monitoring,Predictive analytics;Generating content or synthetic data,Learning about a codebase;Writing code;Debugging and getting help;Search for answers,,Project planning;Testing code,,,No,,,Yes,Individual contributor,3.0,Strongly agree,,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,,30-60 minutes a day,Less than 15 minutes a day,Amount of technical debt;Complexity of tech stack for deployment,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),Traditional public search engine,Software Development,5.0,0.0,5.0,20.0,15.0,3.0,5.0,5.0,0.0,Too long,Neither easy nor difficult,,7.0
51865,I am a developer by profession,35-44 years old,"Employed, part-time",In-person,Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Stack Overflow;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository,20,13,"Developer, full-stack","10,000 or more employees",I have little or no influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Is ready-to-go but also customizable for growth and targeted use cases,Integrated developer community;Connected to an open source project;Other:,United States of America,USD	United States dollar,,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lisp;TypeScript,HTML/CSS;Java;JavaScript;TypeScript,HTML/CSS;Java;JavaScript;TypeScript,,,,Amazon Web Services (AWS),Amazon Web Services (AWS),Amazon Web Services (AWS),React,Angular;Spring Boot;Vue.js,,,,,,,,Ant;npm,npm,npm,IntelliJ IDEA;Visual Studio Code,,,Windows,MacOS;Other Linux-based,Wikis,,,Slack,Slack,Slack,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"Yes, somewhat","No, and I don't plan to",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,,
46876,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Apples,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,16,9,"Developer, full-stack",10 to 19 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is set up to be customized and needs to be engineered into a usable product,Customization;Integrated developer community;Quality support system,Slovenia,EUR European Euro,30000.0,C#;HTML/CSS;JavaScript;SQL,,,PostgreSQL;SQLite,,,,,,Angular;ASP.NET;ASP.NET CORE;Node.js,,,,,,.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;React Native;Xamarin,,,NuGet,,,Notepad++;Visual Studio;Visual Studio Code;Xcode,,,iOS;Windows,Android;iOS;Windows;Windows Subsystem for Linux (WSL),GitHub Discussions,,,Microsoft Teams;Skype;Zulip,,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,Neutral,"No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,9.0,Strongly agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Never,1-2 times a week,Never,60-120 minutes a day,15-30 minutes a day,Amount of technical debt,None of these,On-prem,Traditional public search engine,Software Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Appropriate in length,Easy,,8.0
26497,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",In-person,Apples,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community)","Technical documentation;Blogs;Written Tutorials;Stack Overflow;How-to videos;Online challenges (e.g., daily or weekly coding challenges)",API document(s) and/or SDK document(s);User guides or README files found in the source repository,12,4,"Developer, full-stack",2 to 9 employees,I have some influence,Start a free trial;Ask developers I know/work with,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Quality support system;Reputation for quality and excellence,Zimbabwe,USD	United States dollar,16000.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;SQLite,Firebase Realtime Database;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,MariaDB;MongoDB;MySQL;SQLite,Heroku,Heroku,Heroku,Angular;CodeIgniter;Express;jQuery;Laravel;Node.js;React;WordPress,Angular;Deno;Express;jQuery;Laravel;Node.js;React;Svelte;Vue.js;WordPress,Angular;Express;jQuery;Laravel;Node.js;React;WordPress,,,,Ionic;React Native,Ionic,Ionic,APT;Composer;Docker;Gradle;npm;Pacman;Webpack;Yarn,APT;Composer;Docker;Gradle;npm;Webpack,APT;Composer;Docker;Gradle;npm;Webpack,Android Studio;Kate;Nano;PhpStorm;Visual Studio Code;WebStorm,Android Studio;Nano;PhpStorm;Visual Studio Code;WebStorm,Android Studio;Nano;PhpStorm;Visual Studio Code;WebStorm,Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Ubuntu;Windows;Windows Subsystem for Linux (WSL),Clickup;Jira;Notion,Notion,Notion,Discord;Google Chat;Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp,Discord;Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp,Discord;Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp,Bing AI;ChatGPT;Claude;GitHub Copilot;Google Gemini;Meta AI;Perplexity AI,Bing AI;ChatGPT;Claude;GitHub Copilot;Meta AI,Bing AI;ChatGPT;Claude;GitHub Copilot;Meta AI,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers,"Yes, somewhat",Yes,Favorable,Increase productivity;Greater efficiency;Make workload more manageable,Somewhat distrust,"Good, but not great at handling complex tasks",Writing code;Documenting code;Generating content or synthetic data,Learning about a codebase;Project planning;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Search for answers,,Writing code;Documenting code;Generating content or synthetic data,,,,,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness,We don’t have the right policies in place to reduce security risks,Yes,Individual contributor,10.0,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Amount of technical debt;Showing my contributions;Maintaining security of code being produced;Reliability of tools/systems used in work,AI-assisted technology tool(s),Cloud only (single or multi-cloud),Traditional public search engine,Media & Advertising Services,4.0,8.0,10.0,20.0,20.0,15.0,18.0,5.0,0.0,Too long,Easy,16000.0,6.0
